0.280017,-7.5066
0.805483,-20.518
1.32938,-26.2567
1.85588,-30.699
2.38213,-33.7557
2.90788,-32.138
3.43517,-30.6976
3.96245,-29.3308
4.48972,-20.0252
5.01622,-16.4176
5.54428,-1.3464
6.07157,-3.8465
6.59885,-8.0897
7.12613,-21.0668
7.65263,-12.4049
8.18068,-11.2909
8.70797,-10.2855
9.23525,-15.7891
9.76253,-13.7425
10.289,-9.1543
10.8171,-8.2223
11.3444,-6.6132
11.8701,-3.6974
12.3989,-7.5981
12.9255,-11.6621
13.4535,-3.8547
13.9808,5.2276
14.5081,2.1633
15.0354,0.9874
15.5619,0.1116
16.0899,13.9803
16.6172,6.7601
17.1445,-2.8704
17.6718,-17.8161
18.198,-18.6482
18.7264,-20.5127
19.2536,-25.1033
19.7809,-20.3142
20.3082,-21.8252
20.8347,-6.6268
21.3628,-10.019
21.8901,-6.9348
22.4174,-15.4895
22.9447,-17.0092
23.4711,-22.838
23.9992,-13.4021
24.5265,-12.9286
25.053,-10.3048
25.5811,-24.7658
26.1068,-25.9167
26.6356,-15.8368
27.1629,-6.9433
27.6902,-3.1041
28.2175,-13.9767
28.744,-12.2559
29.272,-3.7333
29.7993,5.0548
30.3266,7.7786
30.8539,5.448
31.3804,3.3526
31.9084,-8.1317
32.4357,-13.0275
32.963,-9.8609
33.4903,-7.3796
34.0168,2.2202
34.5448,-3.2494
35.0721,-3.6397
35.5994,-15.7672
36.1267,-17.4611
36.6532,-14.0646
37.1813,-8.4954
37.7086,-3.9475
38.2359,4.0184
38.7631,1.8941
39.2896,5.8985
39.8177,-2.074
40.345,-5.2242
40.8722,-16.1449
41.3995,-16.2505
41.926,-16.3198
42.4541,-19.9856
42.9814,-24.9973
43.512,-29.1691
44.0388,-31.1317
44.5666,-29.6854
45.0939,-21.4208
45.6212,-10.6091
46.1485,-3.3634
46.675,-12.06
47.203,-22.5173
47.7303,-28.2952
48.2576,-23.0339
48.7849,-13.9843
49.3114,-6.7634
49.8395,-10.267
50.3668,-14.8699
50.8941,-22.7327
51.4214,-24.4013
51.9479,-26.576
52.4759,-23.6726
53.0032,-14.8896
53.5305,-8.3515
54.0573,-6.4522
54.5843,-11.831
55.111,-16.5941
55.6396,-17.1675
56.1669,-19.4367
56.6942,-21.7781
57.2207,-24.5902
57.7488,-25.5481
58.2761,-26.8303
58.8033,-26.507
59.3306,-26.7987
59.8571,-27.5251
60.3852,-26.4368
60.9124,-27.1252
61.4397,-24.6905
61.967,-25.1161
62.4935,-24.3272
63.0216,-24.9856
63.5489,-25.5603
64.0761,-26.8634
64.6034,-27.8924
65.1299,-23.6391
65.658,-18.0691
66.1853,-16.6976
66.7125,-21.8452
67.2398,-26.3106
67.7663,-26.3656
68.2944,-27.8666
68.8217,-29.757
69.349,-29.218
69.8762,-29.5134
70.4027,-28.9928
70.9308,-29.7542
71.4581,-29.4699
71.9854,-29.5589
72.5126,-29.8836
73.0391,-29.7081
73.5672,-29.3413
74.0945,-28.8649
74.6218,-29.7464
75.1491,-30.088
75.6756,-29.8641
76.2036,-30.5285
76.7309,-35.3385
77.2574,-37.8341
77.7855,-39.9539
78.312,-34.4952
78.8435,-30.6501
79.3707,-24.2078
79.898,-21.2924
80.4246,-22.9215
80.9526,-24.7228
81.4799,-27.3162
82.0072,-28.5167
82.5342,-31.74
83.061,-32.7188
83.589,-33.5793
84.1151,-33.1135
84.6434,-32.5135
85.1706,-32.1928
85.6974,-31.5373
86.2252,-31.5827
86.7525,-33.5397
87.2798,-35.9289
87.8071,-37.8584
88.3338,-34.1683
88.8616,-31.4599
89.3889,-28.9534
89.9165,-29.318
90.4437,-25.698
90.9705,-26.0481
91.4983,-30.821
92.0256,-37.0455
92.5528,-39.129
93.0801,-42.7623
93.6173,-39.7967
94.1547,-40.3055
94.682,-33.5775
95.2093,-50.7172
95.7361,-55.6193
96.2639,-60.9386
96.7912,-48.5181
97.3187,-41.4514
97.846,-37.9654
98.3727,-37.3597
98.9005,-42.4226
99.4278,-47.0295
99.9551,-43.5835
100.481,-33.2259
101.009,-27.3829
101.537,-23.5631
102.064,-28.1484
102.591,-23.9668
103.119,-30.6117
103.646,-38.2882
104.173,-48.7773
104.704,-49.7101
105.231,-48.8174
105.758,-36.7707
106.286,-35.1798
106.813,-25.8699
107.34,-31.7529
107.868,-32.1793
108.394,-33.1644
108.922,-31.4817
109.449,-33.535
109.977,-35.0505
110.504,-38.1843
111.031,-39.3579
111.559,-39.7744
112.086,-42.4634
112.613,-41.1716
113.141,-35.9664
113.667,-27.3124
114.195,-27.7785
114.722,-30.4337
115.25,-38.2844
115.777,-33.5649
116.304,-39.398
116.831,-34.5162
117.359,-37.2459
117.886,-39.5564
118.413,-40.489
118.94,-46.5465
119.468,-38.8815
119.994,-45.6196
120.522,-40.1146
121.05,-48.6204
121.576,-44.7968
122.104,-51.4665
122.632,-42.1659
123.159,-40.8158
123.686,-37.5144
124.213,-39.1582
124.741,-39.7561
125.268,-41.4773
125.795,-35.887
126.323,-27.7935
126.849,-23.1895
127.377,-28.0066
127.904,-32.8039
128.432,-36.1781
128.959,-33.7681
129.486,-31.6688
130.014,-25.9094
130.541,-27.8172
131.068,-37.0347
131.595,-40.8609
132.122,-44.2223
132.65,-40.2027
133.177,-44.3001
133.705,-41.1839
134.235,-40.7571
134.762,-38.7921
135.29,-41.699
135.816,-40.0355
136.344,-40.8323
136.871,-41.2555
137.399,-42.2891
137.926,-41.3123
138.453,-41.6953
138.981,-41.6278
139.507,-41.6404
140.035,-41.4124
140.563,-41.7314
141.09,-41.2943
141.617,-41.1777
142.144,-42.4866
142.672,-43.7201
143.199,-43.8897
143.726,-44.13
144.257,-45.3088
144.784,-44.5597
145.311,-48.4415
145.839,-44.4528
146.366,-49.7503
146.893,-40.4018
147.421,-47.1854
147.948,-34.4428
148.475,-33.2931
149.003,-21.869
149.529,-28.314
150.057,-33.2571
150.584,-39.9376
151.112,-46.568
151.639,-41.7217
152.166,-39.2799
152.694,-31.2254
153.221,-36.2749
153.748,-38.5701
154.275,-36.9628
154.802,-31.1476
155.33,-30.0545
155.857,-38.5348
156.385,-49.7415
156.912,-52.0709
157.438,-47.5344
157.966,-47.1447
158.494,-40.7956
159.021,-35.891
159.548,-31.3002
160.075,-37.7959
